Date,Tournament,Surface,Round,Roger's Ranking,Opponent's Ranking,Score,Total Points,Aces,Double Faults,Service Points,First Serve Points,Second Serve Points,Opponent Aces,Time,Abandon,W/O,RF Win,Adversaire,Decompte ATP,Year,Month,Nber of Sets
1999-10-11,Vienna,Hard,R32,93,21,6-4 6-2,102,4,1,51,28,23,3,59,0,0,1,Vincent Spadea,Federer,1999,10,2
1999-10-04,Basel,Carpet,QF,106,6,6-3 7-5,144,2,3,79,54,25,8,84,0,0,0,Tim Henman,Tim Henman,1999,10,2
1999-10-04,Basel,Carpet,R16,106,134,6-2 7-5,,,,,,,,,0,0,1,Alexander Popp,Federer,1999,10,2
1999-10-04,Basel,Carpet,R32,106,105,6-2 3-6 6-4,146,4,1,79,45,34,3,96,0,0,1,Martin Damm Sr,Federer,1999,10,3
1999-09-27,Toulouse,Hard,R16,96,39,6-3 7-6(3),140,6,3,82,49,33,2,80,0,0,0,Fabrice Santoro,Fabrice Santoro,1999,9,2
1999-09-27,Toulouse,Hard,R32,96,46,7-6(4) 6-1,141,7,2,65,44,21,0,74,0,0,1,Rainer Schuettler,Federer,1999,9,2
1999-09-13,Tashkent,Hard,R16,104,92,4-6 7-6(1) 6-4,194,4,4,96,52,44,11,100,0,0,0,Peter Wessels,Peter Wessels,1999,9,3
1999-09-13,Tashkent,Hard,R32,104,16,6-4 6-3,110,9,2,47,28,19,3,53,0,0,1,Cedric Pioline,Federer,1999,9,2
1999-08-16,Washington,Hard,R64,104,407,6-2 6-3,131,1,4,76,42,34,4,68,0,0,0,Bjorn Phau,Bjorn Phau,1999,8,2
1999-07-16,Davis Cup WG QF: BEL vs SUI,Clay,RR,109,146,7-6(4) 3-6 1-6 7-5 6-1,,,,,,,,,0,0,0,Christophe Van Garsse,Christophe Van Garsse,1999,7,5
1999-07-16,Davis Cup WG QF: BEL vs SUI,Clay,RR,109,111,4-6 6-3 7-5 7-6(5),,,,,,,,,0,0,0,Xavier Malisse,Xavier Malisse,1999,7,4
1999-07-05,Gstaad,Clay,R32,107,33,6-2 6-3,106,0,4,60,33,27,3,57,0,0,0,Younes El Aynaoui,Younes El Aynaoui,1999,7,2
1999-06-21,Wimbledon,Grass,R128,103,59,6-3 3-6 4-6 6-3 6-4,331,8,6,160,108,52,1,138,0,0,0,Jiri Novak,Jiri Novak,1999,6,5
1999-06-07,Queen's Club,Grass,R64,104,37,6-3 6-0,105,0,4,55,33,22,2,52,0,0,0,Byron Black,Byron Black,1999,6,2
1999-05-24,Roland Garros,Clay,R128,111,3,5-7 6-3 6-0 6-2,225,3,3,108,60,48,6,133,0,0,0,Patrick Rafter,Patrick Rafter,1999,5,4
1999-04-19,Monte Carlo Masters,Clay,R64,128,33,7-6(3) 6-0,116,0,2,62,33,29,1,65,0,0,0,Vincent Spadea,Vincent Spadea,1999,4,2
1999-04-02,Davis Cup WG R1: SUI vs ITA,Carpet,RR,123,48,6-4 6-7(3) 6-3 6-4,,,,,,,,,0,0,1,Davide Sanguinetti,Federer,1999,4,4
1999-04-02,Davis Cup WG R1: SUI vs ITA,Carpet,RR,123,69,6-4 7-6(4),,,,,,,,,0,0,0,Gianluca Pozzi,Gianluca Pozzi,1999,4,2
1999-03-15,Miami Masters,Hard,R128,125,106,7-5 7-6(4),180,6,6,104,54,50,6,102,0,0,0,Kenneth Carlsen,Kenneth Carlsen,1999,3,2
1999-02-15,Rotterdam,Carpet,QF,178,2,6-1 5-7 6-4,186,6,6,93,39,54,6,109,0,0,0,Yevgeny Kafelnikov,Yevgeny Kafelnikov,1999,2,3
1999-02-15,Rotterdam,Carpet,R16,178,30,6-4 7-5,125,10,3,55,37,18,5,65,0,0,1,Bohdan Ulihrach,Federer,1999,2,2
1999-02-15,Rotterdam,Carpet,R32,178,71,6-7(4) 7-5 7-6(3),251,14,2,111,71,40,10,149,0,0,1,Guillaume Raoux,Federer,1999,2,3
1999-02-01,Marseille,Hard,QF,243,103,6-3 6-3,110,3,6,65,37,28,1,70,0,0,0,Arnaud Clement,Arnaud Clement,1999,2,2
1999-02-01,Marseille,Hard,R16,243,63,6-7(6) 7-6(5) 7-6(5),236,12,5,115,73,42,14,140,0,0,1,Jerome Golmard,Federer,1999,2,3
1999-02-01,Marseille,Hard,R32,243,5,7-6(1) 3-6 6-3,215,3,10,110,46,64,9,113,0,0,1,Carlos Moya,Federer,1999,2,3
1998-10-17,Switzerland 2 Masters 1,Carpet,F,395,558,2-6 6-3 6-3,,,,,,,,,0,0,0,Jan Ralph Brandt,Jan Ralph Brandt,1998,10,3
1998-10-17,Switzerland 2 Masters 2,Carpet,F,395,724,6-2 7-6,,,,,,,,,0,0,1,Yves Allegro,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 4,Carpet,F,395,777,6-2 7-6,,,,,,,,,0,0,1,Martin Spottl,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 1,Carpet,SF,395,724,7-5 6-2,,,,,,,,,0,0,1,Yves Allegro,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 2,Carpet,SF,395,,6-3 6-3,,,,,,,,,0,0,1,Jun Kato,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 4,Carpet,SF,395,388,6-4 4-6 6-4,,,,,,,,,0,0,1,Frederic Niemeyer,Federer,1998,10,3
1998-10-17,Switzerland 2 Masters 1,Carpet,QF,395,518,6-1 6-3,,,,,,,,,0,0,1,Uros Vico,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 2,Carpet,QF,395,518,6-3 6-3,,,,,,,,,0,0,1,Uros Vico,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 4,Carpet,QF,395,604,6-1 6-7 6-3,,,,,,,,,0,0,1,Daniele Ceraudo,Federer,1998,10,3
1998-10-17,Switzerland 2 Masters 1,Carpet,R16,395,604,6-2 6-2,,,,,,,,,0,0,1,Daniele Ceraudo,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 2,Carpet,R16,395,768,6-4 7-5,,,,,,,,,0,0,1,Armando Brunold,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 4,Carpet,R16,395,879,6-4 6-4,,,,,,,,,0,0,1,Luben Pampoulov,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 1,Carpet,R32,395,839,6-3 6-4,,,,,,,,,0,0,1,Bernard Parun,Federer,1998,10,2
1998-10-17,Switzerland 2 Masters 3,Carpet,R32,395,768,7-6 6-2,,,,,,,,,0,0,0,Armando Brunold,Armando Brunold,1998,10,2
1998-10-17,Switzerland 2 Masters 4,Carpet,R32,395,855,6-4 6-0,,,,,,,,,0,0,1,Petr Spousta,Federer,1998,10,2
1998-10-05,Basel,Hard,R32,396,8,6-3 6-2,103,4,2,53,31,22,4,60,0,0,0,Andre Agassi,Andre Agassi,1998,10,2
1998-09-28,Toulouse,Hard,QF,878,20,7-6(5) 6-2,130,3,6,67,39,28,5,79,0,0,0,Jan Siemerink,Jan Siemerink,1998,9,2
1998-09-28,Toulouse,Hard,R16,878,43,6-1 7-6(5),148,8,3,73,43,30,9,85,0,0,1,Richard Fromberg,Federer,1998,9,2
1998-09-28,Toulouse,Hard,R32,878,45,6-2 6-2,106,8,0,41,22,19,0,60,0,0,1,Guillaume Raoux,Federer,1998,9,2
1998-08-24,Geneva CH,Clay,R32,680,124,6-4 7-6,,,,,,,,,0,0,0,Orlin Stanoytchev,Orlin Stanoytchev,1998,8,2
1998-07-06,Gstaad,Clay,R32,702,88,6-4 6-4,136,1,3,74,36,38,1,80,0,0,0,Lucas Arnold Ker,Lucas Arnold Ker,1998,7,2
1997-10-18,Switzerland 2 Masters 3,Carpet,QF,800,269,6-4 6-4,,,,,,,,,0,0,0,Alexandre Strambini,Alexandre Strambini,1997,10,2
1997-10-18,Switzerland 2 Masters 3,Carpet,R16,800,,6-4 5-7 6-3,,,,,,,,,0,0,1,Simon Schwarzkopf,Federer,1997,10,3
1997-10-18,Switzerland 2 Masters 4,Carpet,R16,800,269,3-6 6-3 6-4,,,,,,,,,0,0,0,Alexandre Strambini,Alexandre Strambini,1997,10,3
1997-10-18,Switzerland 2 Masters 1,Carpet,R32,800,,6-4 7-5,,,,,,,,,0,0,0,Helge Koll Frafjord,Helge Koll Frafjord,1997,10,2
1997-10-18,Switzerland 2 Masters 2,Carpet,R32,800,648,6-4 6-2,,,,,,,,,0,0,0,Ivan Vajda,Ivan Vajda,1997,10,2
1997-10-18,Switzerland 2 Masters 3,Carpet,R32,800,410,7-6 6-4,,,,,,,,,0,0,1,Jonathan Printzlau,Federer,1997,10,2
1997-10-18,Switzerland 2 Masters 4,Carpet,R32,800,1204,1-6 6-1 6-4,,,,,,,,,0,0,1,Armando Brunold,Federer,1997,10,3
1997-08-23,Switzerland 1 Masters 1,Clay,SF,,228,4-6 6-2 6-1,,,,,,,,,0,0,0,Agustin Garizzio,Agustin Garizzio,1997,8,3
1997-08-23,Switzerland 1 Masters 4,Clay,SF,,430,6-3 6-2,,,,,,,,,0,0,0,Daniele Balducci,Daniele Balducci,1997,8,2
1997-08-23,Switzerland 1 Masters 1,Clay,QF,,786,1-6 6-3 6-4,,,,,,,,,0,0,1,Manuel Jorquera,Federer,1997,8,3
1997-08-23,Switzerland 1 Masters 3,Clay,QF,,1118,7-6 4-6 6-3,,,,,,,,,0,0,0,Yves Allegro,Yves Allegro,1997,8,3
1997-08-23,Switzerland 1 Masters 4,Clay,QF,,901,6-3 7-5,,,,,,,,,0,0,1,Christian Dillschneider,Federer,1997,8,2
1997-08-23,Switzerland 1 Masters 1,Clay,R16,,,7-6 7-5,,,,,,,,,0,0,1,Felix Hardt,Federer,1997,8,2
1997-08-23,Switzerland 1 Masters 2,Clay,R16,,228,4-6 6-0 6-4,,,,,,,,,0,0,0,Agustin Garizzio,Agustin Garizzio,1997,8,3
1997-08-23,Switzerland 1 Masters 3,Clay,R16,,786,6-2 6-1,,,,,,,,,0,0,1,Manuel Jorquera,Federer,1997,8,2
1997-08-23,Switzerland 1 Masters 4,Clay,R16,,,6-3 0-6 6-4,,,,,,,,,0,0,1,Joel Spicher,Federer,1997,8,3
1997-08-23,Switzerland 1 Masters 1,Clay,R32,,529,7-5 7-5,,,,,,,,,0,0,1,Igor Tchelychev,Federer,1997,8,2
1997-08-23,Switzerland 1 Masters 2,Clay,R32,,,6-2 7-5,,,,,,,,,0,0,1,Denis Golovanov,Federer,1997,8,2
1997-08-23,Switzerland 1 Masters 4,Clay,R32,,1216,6-0 6-4,,,,,,,,,0,0,1,Armando Brunold,Federer,1997,8,2
1996-10-19,Switzerland 2 Masters 4,Carpet,R32,,,3-6 6-4 6-1,,,,,,,,,0,0,0,Markus Wislsperger,Markus Wislsperger,1996,10,3
